id,lnval,v_out_b,ber_y2k,lnC_raw_zero,lnL,ost,pcwork,ums03,mkost_vh,branche1,branche2,branche3,branche4,branche5,branche6,branche7,branche8,branche9,branche10,branche11,branche12,branche13,branche14
1866,-999,0,1,-999,3.5108259,0,20,-999,-999,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1867,-999,0,0,2.9980977,0,0,100,-999,.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1868,-999,0,0,-999,6.1757498,0,100,176517.84,-999,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1869,4.386776,0,0,4.3169847,3.3283656,1,80,10000.226,.34999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1870,4.6655002,1,1,6.6263814,5.2172146,1,25,20234.199,.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1871,4.7901068,0,1,-999,3.508615,0,100,2474.0493,.17,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1872,-999,-999,0,-999,1.9040004,1,0,-999,-999,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1873,7.0896125,0,1,3.2203155,3.9019895,0,50,83116.609,.0099999998,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1874,4.5904427,1,1,6.425457,7.0054393,0,46,106960.72,.56,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1875,4.2356253,0,0,5.2789478,1.5980308,0,66,695.4989,.44999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1876,3.8712943,-999,0,.82550228,2.1980302,1,40,1101.8619,.69999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1877,-999,0,1,-999,6.6864538,0,80,1004707.6,-999,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1878,5.6531391,0,0,-999,3.7799356,0,90,27070.387,.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1879,4.1097703,0,-999,-999,4.9267688,0,20,11593.827,.40000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1880,-999,0,0,3.3106573,1.7013705,0,20,-999,.30000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1881,-999,0,0,-999,3.6820595,0,25,-999,.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1882,-999,0,1,-999,6.0966825,0,15,64981.004,-999,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1883,-999,1,0,5.4667253,3.3338478,0,10,-999,.30000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1884,4.1192012,1,0,4.9737978,4.9920964,1,25,10579.958,.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1885,4.8269095,0,1,0,6.922473,0,33,113726.16,.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1886,-999,1,-999,-999,1.6927764,0,100,-999,-999,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1887,6.2229376,0,1,3.363044,1.8894465,0,60,4514.3467,.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1888,5.1053524,1,0,3.6333272,3.7763791,0,15,12956.435,.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1889,-999,0,1,-999,6.6405373,0,70,-999,-999,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1890,4.5327625,0,1,7.5670848,6.4049778,0,40,225755.13,.60000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1891,3.9537308,0,1,0,5.1667104,0,40,44551.633,.63999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1892,-999,0,1,-999,3.495765,0,100,-999,-999,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1893,4.2472734,0,1,6.3079691,4.7746611,1,10,20417.252,.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1894,3.1776392,0,1,4.5806046,5.9710455,1,15,55676.961,.69999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1895,-999,0,1,-999,3.6233585,0,95,-999,.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1896,3.5630951,0,1,4.5554295,4.1694875,1,30,895.6546,.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1897,-999,0,0,4.4431663,4.2630897,1,98,-999,.050000001,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1898,-999,0,0,3.5717251,3.1988275,0,10,-999,.64999998,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1899,-999,0,1,-999,5.920547,0,30,63822,-999,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1900,3.652849,0,0,2.0933402,2.2174928,1,0,469.6561,.56999999,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1901,-999,1,1,4.2002811,.74451512,0,60,-999,.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1902,4.9622293,0,0,8.1403198,5.7721133,0,90,109422,.15000001,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1903,-999,0,0,-999,4.5444036,0,100,-999,-999,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1904,3.905889,1,0,3.0479178,1.6855724,0,20,141.2718,.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1905,4.1195455,1,0,1.3382846,0,0,100,63.907661,.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1906,6.6047106,1,1,4.4328551,0,0,1,698.48578,.14,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1907,4.1599641,0,0,3.5919776,2.9859617,1,20,1170.3361,.60000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1908,-999,0,1,8.1130371,5.735425,0,55,784325.13,-999,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1909,3.6415014,0,0,6.2730489,3.1064672,1,25,6015.1943,.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1910,-999,1,1,4.6767654,2.6131127,0,1,2965.8286,-999,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1911,4.2897272,0,1,5.4643502,3.824934,0,40,27311.479,.80000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1912,-999,1,-999,-999,5.8377557,0,95,-999,-999,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1913,4.102572,0,0,5.7246118,2.3505087,0,0,1406.4318,.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1914,4.2241526,0,1,7.7483339,6.765203,0,80,142762.03,.69999999,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1915,6.3700795,1,1,4.6651092,3.1147358,1,100,11336.443,.050000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1916,4.7738829,1,0,8.3166065,5.391396,0,10,152602.97,.80000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1917,4.5316253,1,1,5.9491353,3.7138727,0,1,8083.3701,.62,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1918,4.6458197,0,0,7.1776824,5.9302497,0,60,98839.617,.47999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1919,3.9779403,0,0,5.1450386,2.2841804,1,60,1059.5071,.38,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1920,3.2354937,1,1,2.8800464,4.0841799,1,25,2313.7466,.40000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1921,-999,0,0,-999,7.216857,1,60,-999,-999,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1922,3.9653111,1,1,2.1586866,1.6038266,1,50,2789.9819,.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1923,-999,1,0,-999,3.4373376,1,5,-999,-999,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1924,-999,0,-999,-999,3.3171449,0,100,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1925,4.109344,0,1,7.7619166,6.3620534,0,15,97203.398,.40000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1926,5.4137139,1,1,4.6581326,3.7000489,0,50,4249.7373,.050000001,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1927,-999,0,0,-999,2.5256827,0,80,-999,.69999999,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1928,4.6951399,0,1,6.3088989,6.0991569,0,100,65036.734,.51999998,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1929,4.1418042,1,1,5.8153472,3.047158,1,30,3229.3345,.40000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1930,3.6754375,1,0,5.5488868,4.0631914,0,10,4072.9063,.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1931,3.5937974,1,0,3.1380458,3.3819935,0,10,1355.1234,.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1932,4.8827829,0,1,5.9624081,4.4729233,0,40,17902.699,.30000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1933,-999,1,1,7.331821,4.0094514,1,60,4312.4907,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1934,-999,0,0,2.4500694,1.1152587,0,100,1013.0782,-999,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1935,5.615519,1,1,.96167481,1.6617613,0,100,1940.5032,.0099999998,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1936,3.8778391,-999,0,4.2604485,2.86409,0,10,883.76227,.40000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1937,-999,1,1,5.0001798,2.7752399,0,1,2231.5508,-999,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1938,-999,0,0,2.009866,2.9411488,0,100,6597.083,-999,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1939,-999,1,1,5.5946827,5.3285728,0,80,40472.324,-999,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1940,3.9150891,0,1,4.3751874,5.6997275,1,16,20519.957,.69,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1941,5.1928239,1,1,3.1198711,1.8415654,0,20,1466.692,.02,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1942,-999,1,0,4.3973665,4.4608631,0,40,23069.871,-999,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1943,-999,0,0,-999,3.1792865,0,23,-999,.30000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1944,3.45103,0,0,-999,5.8105407,0,80,29566.932,.69999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1945,-999,1,0,-999,3.1287725,0,10,1026.0596,-999,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1946,-999,0,1,-999,4.1813273,0,100,-999,-999,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1947,4.2116876,1,0,4.5258775,5.4743629,0,20,8096.6025,.47999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1948,4.1921635,1,0,6.4115872,4.6430669,0,80,13664.644,.41999999,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1949,4.7188311,0,0,9.2368288,6.4998512,0,60,38477.711,.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1950,-999,0,0,-999,4.730619,1,8,-999,-999,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1951,-999,0,0,-999,4.9775352,0,50,-999,.30000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1952,4.5666018,0,1,5.531961,7.2008858,0,40,42470.898,.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1953,-999,0,1,-999,4.4624343,0,95,-999,-999,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1954,3.3318613,0,0,2.7857749,1.9894233,0,60,561.26312,.12,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1955,-999,1,0,5.3688216,3.2321966,1,80,6124.1226,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1956,3.7588089,0,0,4.6764903,4.1102939,0,70,4685.8076,.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1957,-999,-999,1,7.0002379,4.1485257,0,45,6855.6851,-999,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1958,4.2903214,0,1,2.2608161,3.2390871,0,30,1022.2381,.30000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1959,-999,1,0,5.380003,2.82322,0,90,2735.2346,-999,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1960,4.3865132,0,1,4.4372764,4.9416156,0,90,9324.5088,.43000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1961,-999,0,1,9.710104,6.440166,1,90,-999,-999,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1962,-999,0,0,5.7010179,2.5520945,0,25,1210.2397,-999,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1963,4.0016375,0,0,4.785532,3.5710344,0,20,4136.9551,.44,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1964,4.6770539,1,1,-999,2.1979201,1,15,1891.1383,.15000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1965,4.1607637,0,0,9.5280523,7.3308659,0,5,107493.88,.31999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1966,-999,0,1,4.5010023,1.2768857,0,100,191.07219,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1967,4.6959505,0,1,-999,2.3925457,0,3,1728.6527,.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1968,-999,1,1,-999,3.9884419,0,30,-999,-999,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1969,3.7376239,0,1,2.5715508,4.4341021,0,70,3306.8201,.050000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1970,4.7979612,0,0,8.8949833,5.5239425,0,20,40547.762,.30000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1971,-999,0,0,-999,8.0195217,0,90,-999,.15000001,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1972,4.379106,0,1,4.3478098,4.4807878,0,75,16058.824,.60000002,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1973,3.5548713,1,1,2.976203,4.3191738,1,50,3134.2751,.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,4.3051033,1,1,5.975523,6.7820382,0,60,73446.945,.34999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1975,4.8795381,0,1,5.9489975,4.2213244,1,25,14612.403,.34999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1976,4.257587,0,0,6.641098,7.5295377,0,15,118073.68,.64999998,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1977,-999,0,0,-999,2.8159456,0,12,-999,.80000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1978,-999,0,1,10.297882,7.124505,0,100,-999,.69999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,4.7986207,0,1,4.6393905,5.0730782,0,20,42360.957,.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1980,5.5095148,0,0,5.7847052,3.6550961,0,50,8530.6641,.30000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1981,4.5146971,0,1,4.6189451,4.1499972,0,90,9841.9561,.43000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1982,3.8962221,1,0,-999,4.7892437,1,15,11819.265,.60000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1983,3.7505693,0,0,6.9885492,4.5070744,1,30,7335.3418,.40000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1984,4.5689764,0,0,5.4048896,3.1695061,0,85,2353.2681,.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1985,4.3607178,1,0,3.7647996,3.5824401,0,60,3177.7527,.57999998,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1986,3.7294931,0,0,6.5872593,4.1357965,1,70,12402.166,.69999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1987,-999,0,1,-999,4.5587907,1,100,-999,.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1988,-999,1,1,-999,2.9241505,0,63,-999,.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1989,3.9205012,1,1,3.7351649,2.0408809,0,30,465.2218,.12,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1990,3.0294223,0,0,1.685344,1.98502,1,10,244.84575,.30000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,-999,1,1,-999,7.6395292,0,65,-999,-999,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1992,4.7930679,1,1,5.2025957,3.2348399,1,45,7927.7744,.30000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,4.3645229,0,1,6.6099691,6.1914549,0,30,45179.387,.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1994,4.5466022,0,1,5.3125901,5.211473,0,30,8235.1934,.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1995,5.2785897,1,1,0,2.1450665,0,100,1112.204,.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1996,-999,0,0,-999,1.7814062,0,33,-999,.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1997,3.643919,1,0,2.5974615,1.665656,1,1,400.76584,.40000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,-999,0,0,7.8463116,6.5455332,0,50,67927.32,-999,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1999,-999,0,1,7.361321,4.9581227,0,20,26379.895,-999,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2000,4.4696851,0,1,6.3223462,4.4977002,0,90,10999.741,.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2001,-999,0,1,-999,6.0839043,0,50,-999,-999,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2002,4.988977,0,-999,11.705548,6.1311388,0,5,493932.06,.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2003,4.1653805,-999,1,6.1248856,3.5877776,0,18,11010.745,.77999997,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2004,4.1572628,0,0,3.9253278,2.6247795,0,50,445.52609,.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2005,3.4644938,1,1,2.4170296,3.7597716,0,20,8280.9834,.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2006,4.1305556,0,0,6.5000057,4.5905905,0,6,9331.7402,.23,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007,-999,0,-999,-999,4.2410321,1,50,-999,.40000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2008,4.3607969,0,0,5.9846139,3.6568766,0,25,2408.2773,.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2009,4.4978795,0,1,6.4777703,6.5281544,0,60,73358.125,.44999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,4.385294,1,0,0,4.1953096,0,20,12991.713,.60000002,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,4.1235113,0,0,2.2682195,2.8371439,1,28,1751.7939,.64999998,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,5.8725734,0,0,4.5197678,4.2328372,0,100,19257.986,.02,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,4.0850754,1,1,4.745822,4.137023,1,25,15419.287,.69,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014,-999,1,-999,-999,2.1978242,0,100,-999,-999,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,3.294075,0,-999,3.3024311,3.5342927,0,70,2710.739,.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,3.7324495,0,0,2.3446121,2.6076684,0,60,413.0986,.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,4.4384747,0,1,9.8328762,7.9918671,0,40,661875.13,.38999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,-999,1,0,-999,4.2634192,1,20,-999,-999,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019,-999,0,1,-999,6.7316394,0,30,-999,-999,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020,3.9826872,0,0,7.3982263,6.4163818,1,60,117489.74,.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2021,-999,0,-999,-999,6.0614266,0,20,-999,-999,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,4.3385363,1,1,6.9740973,4.3210917,1,10,6501.959,.30000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2023,3.1410623,1,1,1.6368663,1.8000693,1,1,139.73959,.34999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2024,4.3103147,0,0,2.3062589,2.105233,0,40,623.13562,.30000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025,3.5603232,1,0,0,3.6882937,1,50,501.25739,.18000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,4.6231785,0,0,6.0261164,2.775548,0,90,18810.053,.40000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2027,-999,0,1,2.5720603,4.0143623,1,8,-999,-999,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2028,3.7513466,0,0,3.8126371,.85765892,0,100,61.021496,.15000001,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2029,4.4158983,1,1,1.6901422,2.0993669,0,20,572.57098,.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2030,4.3512225,0,1,4.265831,5.6479812,0,50,20662.799,.40000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,4.5375481,0,1,8.3811226,6.648869,0,80,145173.42,.69999999,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2032,-999,0,0,-999,1.6217093,0,80,-999,-999,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2033,4.0109997,0,-999,5.8215551,5.6445513,0,33,32151.67,.56,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2034,4.4594531,0,0,8.7091312,3.9045641,0,30,56190.289,.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2035,4.5250182,0,1,8.9058895,5.5993085,0,70,62705.273,.60000002,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2036,-999,1,1,6.9901743,4.1864419,1,20,4461.8325,-999,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2037,4.4321966,1,1,5.8680987,1.8651162,0,0,1062.848,.44999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2038,-999,0,0,5.2622929,2.1670604,1,10,-999,.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2039,5.1072831,1,1,7.7226977,6.429738,0,46,91635.516,.56,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2040,4.021997,1,1,2.9787033,4.8128939,1,25,12619.28,.40000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2041,3.8490303,1,0,-999,4.6333799,0,18,5900.5254,.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2042,4.4448996,0,0,5.2045341,2.4156752,0,80,2802.2571,.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2043,3.9789691,0,0,4.3315392,2.9998615,1,30,1523.2465,.40000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2044,-999,0,0,-999,5.190877,0,20,-999,-999,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2045,-999,1,1,-999,2.6542699,0,100,-999,-999,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2046,-999,1,0,-999,3.440449,1,25,-999,.050000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2047,-999,1,0,-999,.34351429,0,80,271.71512,-999,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2048,4.3402805,0,1,8.4391708,7.1072268,0,60,74604.172,.40000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2049,4.6755624,0,1,8.5807629,4.3542166,0,23,24463.035,.33000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,4.4939356,0,0,6.7036352,3.5141454,0,13,3846.6047,.30000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2051,-999,0,0,-999,1.6920549,0,4,-999,.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2052,4.1074076,0,0,-999,5.4809909,1,5,86991.383,.69999999,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2053,3.4271421,0,1,-999,6.7735624,0,80,58237.344,.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2054,-999,1,-999,-999,5.328022,0,95,-999,-999,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2055,5.3429375,1,0,6.5889812,4.4765906,0,30,19998.334,.30000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2056,4.0847335,1,0,3.6927662,2.8773446,1,15,2213.4531,.40000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2057,7.5526571,0,1,5.739028,6.1538706,0,95,1799193.6,.0099999998,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2058,4.9588323,0,0,6.8597331,3.3591905,0,40,7185.5703,.47999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2059,4.6242881,0,0,2.6285882,1.7981453,1,100,2231.1172,.34999999,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2060,3.8964255,0,0,4.3228359,3.4586644,0,30,2324.3384,.38,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2061,-999,0,1,5.8322468,4.0550809,1,60,15129.315,-999,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2062,3.3412974,0,0,-999,4.2154431,0,30,4005.5391,.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2063,-999,0,0,4.2634149,4.1391778,0,90,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2064,4.2123318,0,0,.99657226,2.4068375,1,33,459.67062,.33000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2065,-999,0,1,-999,3.4925559,1,8,911.71307,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2066,4.5980082,0,0,10.81399,7.5122671,0,50,350273.53,.40000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2067,3.5547149,1,0,4.047286,1.5762115,0,19,1456.8499,.60000002,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2068,3.5638251,0,0,-999,4.1810074,0,30,865.83514,.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2069,3.7817495,0,0,-999,5.781714,1,100,10576.046,.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2070,4.4365788,1,1,-999,4.3690987,1,20,13275.595,.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2071,4.1899161,0,0,3.4846268,3.2445817,0,80,15082.827,-999,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2072,4.3802009,1,0,7.8587885,6.4999146,0,30,286760.25,.58999997,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2073,3.9559534,0,0,7.6247387,7.1368952,0,40,122781.87,.30000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2074,-999,0,0,-999,4.4032989,0,70,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2075,-999,1,1,6.2004089,3.2338765,0,66,6261.2202,-999,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2076,4.3527088,0,0,7.8464279,4.2253084,0,25,11657.319,.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2077,-999,1,1,-999,5.2581663,0,8,-999,.57999998,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2078,-999,1,0,4.2946525,2.9325683,0,100,-999,.15000001,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2079,4.6936531,0,1,7.3862896,3.2329924,0,20,11879.842,.40000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,6.9270225,0,1,6.4071078,4.0436568,0,100,42280.418,.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2081,5.4011106,0,0,3.4691732,0,0,0,166.83304,.050000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2082,-999,1,1,-999,7.0325165,0,80,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2083,3.5855422,1,1,2.5179849,2.324554,1,13,460.58456,.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2084,4.0538096,1,0,2.2617042,1.9654661,0,20,632.25549,.40000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0
