id,lnval,v_out_b,ber_y2k,lnC_raw_zero,lnL,ost,pcwork,ums03,mkost_vh,branche1,branche2,branche3,branche4,branche5,branche6,branche7,branche8,branche9,branche10,branche11,branche12,branche13,branche14
942,-999,1,0,5.1212821,3.2384079,1,72,-999,-999,0,0,0,0,0,0,0,0,0,1,0,0,0,0
943,-999,0,-999,-999,4.0411534,0,100,-999,-999,0,0,0,0,0,0,0,0,0,0,1,0,0,0
944,3.8285921,1,1,0,1.447264,0,100,643.10876,.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
945,5.6876912,1,0,7.7105145,5.4016814,0,8,42332.121,.15000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0
946,-999,1,0,-999,4.0482917,1,20,-999,-999,0,0,0,1,0,0,0,0,0,0,0,0,0,0
947,3.6515529,1,1,4.4747977,3.0123761,1,20,1690.459,.40000001,0,0,0,0,0,0,0,0,0,0,0,0,0,1
948,-999,0,0,6.6399589,1.9112813,1,100,-999,.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0
949,4.3463531,0,1,6.8371677,5.4364667,0,27,43176.762,.40000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0
950,4.3033509,1,1,6.9119172,5.401423,0,20,104779.15,-999,0,0,0,0,0,0,0,1,0,0,0,0,0,0
951,4.3430252,-999,1,0,2.2266817,0,0,696.42712,.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0
952,5.1492453,0,0,7.4231362,5.4528632,0,80,20895.018,.15000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0
953,-999,0,1,-999,6.878314,1,25,-999,.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
954,3.8754799,1,1,2.0158479,3.8370132,0,80,3808.8259,.69999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0
955,-999,1,1,3.5328863,2.6752789,0,5,1410.1447,-999,1,0,0,0,0,0,0,0,0,0,0,0,0,0
956,4.5279365,0,1,-999,7.4710531,0,50,305967.81,.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
957,4.6377206,0,0,3.8183501,1.5450391,0,100,644.46625,.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0
958,-999,1,1,-999,6.6642232,0,100,207142.78,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,1
959,4.4732389,0,-999,-999,4.3531475,0,25,25624.398,.69999999,0,0,0,0,0,0,0,0,1,0,0,0,0,0
960,6.7469482,0,0,7.3148594,5.6137662,0,75,499241.88,.30000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0
961,4.1560411,-999,1,5.3894415,4.0267816,0,18,9408.4121,.77999997,0,0,0,0,0,0,0,1,0,0,0,0,0,0
962,-999,0,1,5.3302369,4.3587165,1,40,18966.523,-999,0,0,0,1,0,0,0,0,0,0,0,0,0,0
963,-999,0,0,-999,3.6586187,0,100,-999,-999,0,0,0,0,0,0,0,0,0,0,1,0,0,0
964,-999,1,1,-999,2.9151783,0,86,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,1
965,3.9335639,0,0,7.5520563,4.0064139,1,20,7456.2876,.40000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0
966,-999,1,0,7.8451052,2.6471293,0,2,2531.855,-999,0,0,0,0,0,0,0,0,0,1,0,0,0,0
967,3.8031106,1,1,4.1770344,4.681417,0,20,10054.931,.60000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0
968,-999,1,1,4.8160553,5.9501171,0,80,50730.734,-999,0,0,0,0,0,1,0,0,0,0,0,0,0,0
969,3.9165528,0,0,2.3459303,1.6169487,1,85,375.97925,.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
970,4.6575899,0,1,6.7591767,3.6789672,0,100,10126.52,.60000002,0,0,0,0,0,0,0,0,0,0,0,0,0,1
971,-999,1,0,-999,3.2108443,1,20,-999,-999,0,0,0,0,0,0,1,0,0,0,0,0,0,0
972,-999,0,0,4.4180493,5.3698955,0,40,-999,.12,0,0,0,0,0,0,0,1,0,0,0,0,0,0
973,-999,0,0,0,2.7944388,0,5,-999,-999,0,0,0,0,1,0,0,0,0,0,0,0,0,0
974,4.291729,1,0,3.8669546,2.9376955,0,30,1791.1976,.30000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0
975,-999,1,1,2.8629894,2.7424128,0,60,-999,.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
976,4.3764296,0,1,9.0057526,6.7292409,0,19,189218.88,.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0
977,3.8363981,0,1,6.1241016,5.6801348,0,100,20357.162,.0099999998,0,0,0,0,0,0,0,0,0,0,0,0,1,0
978,3.8364589,1,1,3.7717144,6.4152398,0,1,23940.809,.079999998,0,0,0,0,0,0,0,0,0,0,0,0,0,1
979,3.5847313,0,0,0,2.0079386,1,24,1213.2374,.47999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0
980,3.9902215,1,0,4.1388979,1.7313037,0,50,670.86334,.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
981,5.0355878,1,1,4.1672072,4.2058144,0,50,10252.498,.64999998,0,0,1,0,0,0,0,0,0,0,0,0,0,0
982,4.4533114,0,1,3.9938986,3.5560699,0,75,14416.809,.60000002,0,0,0,0,0,1,0,0,0,0,0,0,0,0
983,5.3239589,0,0,5.1802874,3.8915522,0,60,21380.881,.57999998,0,0,0,0,0,1,0,0,0,0,0,0,0,0
984,6.6949816,1,0,1.3806432,1.8534003,1,100,5190.1396,.0099999998,0,0,0,0,0,0,0,0,0,0,1,0,0,0
985,4.2022562,1,1,5.6622329,3.8166115,1,40,33694.211,.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0
986,4.6943035,1,1,2.0360568,3.0556026,0,50,2325.5173,.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
987,4.5301862,0,0,0,2.8556101,0,100,1427.5957,.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
988,4.144897,1,0,3.5638077,2.2814863,0,20,1290.6459,.60000002,0,0,0,0,1,0,0,0,0,0,0,0,0,0
989,5.7024941,1,0,2.0007954,3.888696,1,30,6401.9731,.40000001,0,0,0,0,0,0,0,0,1,0,0,0,0,0
990,-999,1,1,-999,4.743484,0,100,24577.709,-999,0,0,0,0,0,0,0,0,0,1,0,0,0,0
991,-999,1,1,-999,2.6177108,0,80,-999,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,1
992,3.8415034,1,0,4.1930532,1.8575022,0,30,414.86841,.12,0,0,0,1,0,0,0,0,0,0,0,0,0,0
993,4.4834013,1,0,-999,3.6099553,1,15,12710.92,.60000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0
994,5.0867267,0,0,3.4636664,2.384819,0,30,1455.9297,.30000001,0,0,0,0,0,0,0,0,1,0,0,0,0,0
995,5.4020677,0,0,3.5054963,2.8524218,0,60,1621.6764,.40000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0
996,4.2062683,0,0,7.389359,4.9439559,0,50,80689.688,.30000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0
997,4.3484087,0,0,6.86937,3.581177,0,9,6947.145,.40000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0
998,-999,1,1,14.704864,10.835753,0,60,28943496,-999,0,0,1,0,0,0,0,0,0,0,0,0,0,0
999,5.3428941,0,0,-999,5.242259,0,95,17115.326,.15000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1000,4.7363133,0,1,5.5248137,2.1569591,0,30,2047.3264,.44999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1001,-999,0,0,2.359709,3.3875504,0,100,504.25739,-999,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1002,4.8198667,0,0,4.7656503,2.6988664,0,75,7703.2095,.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1003,3.9954197,1,1,6.0969005,5.1242008,1,25,7127.1421,.52999997,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,3.9516568,1,1,-999,3.4720869,0,10,3547.5518,.40000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1005,3.571202,1,-999,-999,2.6747575,0,90,1102.7826,.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1006,-999,1,0,2.5014575,2.7744296,1,30,3291.0938,-999,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1007,4.4114466,0,0,2.2127378,1.882672,1,100,877.63013,.34999999,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1008,4.4839959,0,1,6.6999946,3.9526722,1,30,6426.9727,.41999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1009,-999,1,1,3.8954151,2.8262041,0,20,-999,.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1010,4.1583333,0,1,0,.39721733,1,100,149.78535,.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,-999,1,-999,-999,5.4319344,1,100,-999,-999,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1012,4.7498531,0,-999,0,5.6203628,0,23,103586.17,.15000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1013,-999,0,0,-999,5.3499207,0,80,19710.061,-999,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1014,-999,0,1,-999,6.4400043,0,25,111132.02,-999,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1015,-999,0,1,6.1712718,6.406774,0,12,-999,.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1016,3.9326091,0,1,5.2799282,3.1966786,0,60,1923.399,.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1017,5.4873691,0,0,7.5094309,4.6693826,1,34,54696.105,.30000001,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1018,5.9312615,1,1,9.3875799,5.3230462,0,20,66511.836,.38,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1019,-999,1,1,6.5833077,5.4599977,0,80,55874.66,-999,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1020,4.2962842,0,1,7.6529565,5.1815104,0,10,25310.299,.30000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1021,-999,0,0,-999,2.3538916,0,100,25209.197,-999,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1022,4.4653835,0,0,-999,7.2979207,0,50,172146.75,.30000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1023,4.3531113,0,0,2.9329314,1.148199,0,100,500.55087,.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1024,4.2401252,0,0,8.1075726,4.1277671,0,40,11258.251,.15000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1025,-999,0,0,7.7173314,3.6274178,0,1,-999,.40000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1026,4.0054293,0,1,-999,5.2680817,0,50,33080.199,.34999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1027,3.8839955,1,1,4.2363558,2.6210835,0,80,646.974,.059999999,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1028,4.2244596,0,-999,2.9764047,3.5803602,0,50,7910.7749,.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1029,4.2161307,0,0,-999,4.512639,1,30,19879.764,.40000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1030,4.0094357,1,1,6.190105,3.0094547,0,20,628.79865,.079999998,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1031,6.3091731,0,1,9.1857033,3.037019,0,80,15084.861,.40000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1032,4.2550969,1,1,2.4852607,1.8924029,0,80,1230.199,.28,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1033,-999,0,1,-999,3.2402561,0,99,18677.455,-999,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1034,-999,1,1,2.1689804,2.7670796,0,25,466.04703,-999,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1035,4.7568007,0,1,8.5742826,7.0613489,0,90,129552.66,.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1036,4.8976355,0,0,3.8923771,3.4395194,0,80,2670.7874,.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1037,3.9282496,0,0,-999,3.8164692,0,30,1382.1031,.30000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1038,-999,0,0,-999,5.6048245,0,30,25868.746,-999,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1039,3.1264646,0,0,2.0554485,2.4797328,0,100,375.92429,.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1040,3.6660643,0,0,2.4615109,2.574939,0,100,1351.3337,.40000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1041,3.4428017,0,0,2.8700979,.85199583,0,25,352.01443,.60000002,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1042,-999,0,0,-999,2.032232,0,80,-999,-999,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1043,-999,0,0,-999,7.0508265,0,10,-999,-999,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1044,4.1857648,0,1,7.5946326,5.4259157,0,15,66836.328,.40000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1045,4.2855744,0,0,3.6147804,2.367094,0,100,268.86005,.15000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1046,4.4457502,0,0,7.8766408,4.3712296,0,35,59438.074,.51999998,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1047,-999,0,-999,-999,3.6939251,0,100,-999,-999,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1048,4.5843077,0,1,8.9581127,5.3641205,0,90,70667.617,.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1049,-999,0,0,0,1.3010334,0,15,445.06046,-999,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1050,3.9828634,1,1,5.1500063,1.7999038,1,25,571.54553,.34999999,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1051,5.4463143,1,1,2.5889254,2.0749457,0,40,5993.7153,.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1052,5.5916963,1,1,8.0183887,5.7520185,0,30,254966.14,.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1053,4.7943115,0,0,6.5525651,5.6976647,1,25,92706.289,.60000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1054,3.8980386,1,1,2.3665242,3.0174546,0,20,600.57111,.30000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1055,-999,0,1,8.3665009,4.8410373,0,65,25059.545,-999,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1056,5.4034853,0,1,5.8758478,5.1963735,0,45,102347.83,.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1057,4.2040153,1,0,-999,4.9735494,0,5,11878.898,.40000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1058,4.1020842,0,1,7.3931212,6.410789,0,75,24998.771,.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1059,-999,0,0,0,1.611709,0,100,-999,.15000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,3.2038236,0,1,6.7374239,4.1177306,0,40,9202.334,.79000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1061,-999,-999,1,-999,2.6340122,1,5,-999,.28,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1062,-999,0,1,-999,5.9988117,1,100,-999,-999,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1063,-999,0,0,-999,5.9852633,0,40,106032.71,-999,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1064,3.9542031,1,0,2.375649,1.2999882,0,100,227.02179,.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1065,4.6470165,0,0,6.7946081,6.0025711,0,50,95061.914,.44999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1066,-999,0,1,-999,4.1692705,0,60,-999,-999,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1067,4.7480812,0,1,10.27108,6.4072371,0,40,90649.266,.15000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1068,6.023272,0,0,-999,4.1745892,0,90,35629.832,.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1069,4.6226039,0,1,4.7298145,3.3240528,1,30,5655.9336,.30000001,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1070,3.4883063,0,0,4.2003241,1.9095953,1,7,495.00427,.18000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1071,4.8061624,1,1,5.1997986,1.6194969,0,100,808.65631,.02,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1072,4.6367221,0,1,0,5.9681487,0,50,94167.008,.60000002,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1073,5.9076843,1,1,4.212719,1.031809,0,60,3198.2957,.64999998,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1074,4.1180706,0,1,4.7862697,5.2011313,0,17,3751.5244,.60000002,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1075,4.5119305,1,0,4.4285455,1.691151,0,40,444.17484,.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1076,-999,0,0,8.682209,5.4108024,0,25,73427.234,-999,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1077,4.076591,1,0,2.6459963,.8407982,1,100,199.30226,.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1078,5.6130519,1,1,5.3888526,2.6311846,0,66,2994.4231,.27000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1079,4.4364028,0,1,4.591743,5.0778356,0,40,18018.793,.30000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1080,-999,0,0,0,2.956259,0,33,2004.4595,-999,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1081,-999,0,0,-999,2.2500679,0,70,-999,-999,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1082,4.2722878,1,1,3.3724802,3.1248472,0,70,2876.5732,.30000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1083,4.5242081,0,0,7.2755599,5.4178324,0,25,15019.679,.34999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1084,4.7127824,0,1,1.6549413,1.8776335,0,3,800.89691,.15000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1085,-999,0,1,-999,7.7100286,0,10,-999,-999,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1086,6.080215,0,0,8.00068,4.1657043,0,30,40556.27,.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,-999,1,1,5.3975768,3.2661948,0,0,16129.612,-999,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1088,-999,1,1,-999,5.0936437,0,10,-999,.15000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1089,3.8765066,1,0,5.3622179,2.6242075,0,6,2432.8582,.40000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1090,4.6532931,0,1,7.9212723,6.1497159,0,50,39599.77,.44999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1091,4.4546261,0,1,2.4474101,0,0,100,562.10657,.80000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1092,4.6598425,0,1,5.7764931,5.3410058,0,50,20889.002,.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1093,3.9544806,1,0,6.3371825,1.2935091,0,0,824.75842,.30000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1094,4.1672902,0,1,5.1185946,5.4790077,1,10,20597.107,.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1095,4.8308649,0,-999,8.6594238,7.4296808,0,20,115401.99,.0099999998,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1096,5.6697659,0,-999,4.4122195,3.3203304,0,50,24894.912,.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1097,5.1342177,0,0,7.3031135,4.5603061,0,100,66511.063,.30000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1098,-999,0,1,8.3785505,5.8200521,0,30,58920.621,-999,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1099,-999,0,0,-999,.97073573,0,60,-999,-999,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1100,5.1869974,1,1,9.0241442,3.1069906,1,20,2816.6775,.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1101,4.9980731,0,1,8.0612822,5.3559694,0,60,65953.648,.80000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1102,3.7531199,0,1,5.6676602,3.3771949,1,25,1980.3694,.40000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1103,4.9121351,0,1,6.3566871,4.3141828,0,15,18999.703,.52999997,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1104,6.3155494,0,0,0,.96737951,0,100,1548.1189,.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1105,4.6209416,0,0,6.0621347,3.9408917,0,100,4282.4092,.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1106,3.7749572,1,0,3.2147613,2.4053302,0,20,1284.6559,.60000002,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1107,-999,0,0,-999,4.1541796,0,50,-999,-999,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1108,4.6550756,0,-999,8.5856724,5.3409886,0,30,24665.4,.15000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1109,5.7339435,1,1,-999,4.1705146,0,80,72791.352,.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1110,-999,1,0,0,1.7600448,1,30,417.61465,-999,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1111,-999,1,0,9.4238987,5.3720999,0,70,264454.66,-999,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,5.1623993,0,0,1.5136123,2.8741686,0,50,2927.0164,.30000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1113,3.9475729,1,0,3.467567,2.7992451,0,10,1671.5667,.34999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1114,-999,0,0,-999,3.6759501,0,100,-999,.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1115,4.0384183,1,0,8.5760632,5.0344477,0,10,8284.1807,.40000001,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1116,4.1167521,1,0,2.8160477,4.0453258,0,8,1352.5864,.25999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1117,3.8575997,0,-999,4.7163625,2.6130917,1,30,675.12323,.44999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,4.2219334,0,1,7.2819777,5.7023811,0,20,15121.134,.30000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1119,4.9098349,0,1,6.6212473,3.7925398,0,60,34813.012,.43000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1120,4.2874203,1,1,3.8445101,2.1548917,0,50,1491.9524,.40000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1121,4.7984586,0,0,7.8519802,5.5652475,0,50,40836.262,.12,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1122,3.100945,0,1,-999,5.8482008,0,80,49652.426,.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1123,4.3365955,0,0,5.5668163,4.9947534,1,95,20996.746,.36000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1124,3.8181717,1,1,-999,1.7195719,1,15,1952.0219,.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1125,5.0505314,1,1,0,2.2710884,0,10,2070.1572,.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1126,4.1699648,0,0,5.0289025,2.3126676,0,20,1413.3817,.079999998,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,4.6568813,1,0,3.6216364,2.2671649,0,50,2098.8162,.30000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1128,4.6486735,1,1,8.5302525,2.5504541,0,15,1522.5459,.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1129,3.9672482,0,-999,2.3347011,2.8906815,0,90,1408.9504,.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1130,4.7895441,0,0,3.56499,5.0034904,0,35,31635.834,.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1131,4.1183023,1,1,12.422746,9.7558861,0,25,2990908,.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1132,-999,1,1,-999,4.6417832,0,100,-999,-999,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1133,4.0226111,1,0,0,4.1514864,0,10,4615.3989,.30000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1134,3.9907596,0,-999,3.9677792,3.5932243,0,90,3372.2065,.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1135,-999,1,1,-999,5.8854518,1,15,19089.775,-999,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1136,3.9055305,0,1,3.9242322,4.0372877,1,80,1572.7987,.40000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1137,4.3942032,0,0,-999,2.8204362,0,30,1353.7969,.30000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1138,5.0765309,1,1,8.8976231,6.3097062,1,25,428519.19,.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1139,4.2971826,0,0,4.7766972,3.6297719,1,50,9199.7568,.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1140,3.9898832,0,1,7.7310457,4.8395901,0,80,137986.34,.69999999,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1141,4.0347395,0,0,1.9429609,2.1863792,0,0,561.1922,.0099999998,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1142,3.5970218,0,0,2.3498156,2.4472392,1,17,534.18219,.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1143,-999,0,0,-999,4.2564764,1,75,-999,-999,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1144,5.0748739,0,0,-999,2.4794924,0,40,5061.6724,.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1145,4.2084942,0,1,7.5055938,6.5157943,0,5,114662.1,.38999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1146,-999,0,0,5.3407845,5.5227604,0,100,14259.668,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1147,3.9158859,0,0,3.3296378,4.0117412,0,80,14924.568,-999,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1148,-999,0,0,4.9275713,1.7033288,0,0,250.33125,-999,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1149,-999,1,1,-999,4.4811153,1,20,-999,.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,5.4473238,1,1,0,2.4825284,0,20,9767.5068,.64999998,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1151,4.7761912,1,1,5.7333422,3.2894373,1,20,5414.1787,.40000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1152,3.8837323,1,1,3.3712752,3.0732493,0,15,2371.4778,.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1153,3.9405825,0,0,4.0984087,3.1132615,0,100,1527.5647,.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1154,3.9011526,0,-999,7.5739307,5.9268465,1,50,31296.494,.16,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1155,4.2101269,1,1,5.015317,3.2229156,0,25,7693.3403,.70999998,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1156,4.6932621,0,0,9.544939,6.7239442,1,25,258028.92,.55000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1157,3.8163271,1,0,4.0312333,3.5017381,1,15,2886.6863,.40000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1158,-999,0,0,-999,3.3514857,0,50,-999,.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1159,-999,1,1,1.789408,1.6893173,0,100,-999,.15000001,0,0,0,0,0,0,0,0,0,0,0,0,0,1
